Category: All categories

Day,PETR3: (Brazil)
2019-01-01,0
2019-01-02,67
2019-01-03,69
2019-01-04,57
2019-01-05,0
2019-01-06,15
2019-01-07,62
2019-01-08,59
2019-01-09,57
2019-01-10,53
2019-01-11,43
2019-01-12,9
2019-01-13,0
2019-01-14,46
2019-01-15,42
2019-01-16,56
2019-01-17,47
2019-01-18,50
2019-01-19,0
2019-01-20,0
2019-01-21,55
2019-01-22,39
2019-01-23,53
2019-01-24,42
2019-01-25,29
2019-01-26,5
2019-01-27,0
2019-01-28,49
2019-01-29,48
2019-01-30,44
2019-01-31,70
2019-02-01,52
2019-02-02,0
2019-02-03,0
2019-02-04,43
2019-02-05,54
2019-02-06,70
2019-02-07,49
2019-02-08,60
2019-02-09,10
2019-02-10,0
2019-02-11,44
2019-02-12,70
2019-02-13,40
2019-02-14,49
2019-02-15,66
2019-02-16,9
2019-02-17,4
2019-02-18,56
2019-02-19,59
2019-02-20,52
2019-02-21,53
2019-02-22,50
2019-02-23,13
2019-02-24,0
2019-02-25,47
2019-02-26,52
2019-02-27,35
2019-02-28,59
2019-03-01,39
2019-03-02,7
2019-03-03,9
2019-03-04,9
2019-03-05,10
2019-03-06,12
2019-03-07,40
2019-03-08,38
2019-03-09,0
2019-03-10,0
2019-03-11,43
2019-03-12,53
2019-03-13,55
2019-03-14,62
2019-03-15,59
2019-03-16,13
2019-03-17,0
2019-03-18,33
2019-03-19,60
2019-03-20,79
2019-03-21,58
2019-03-22,62
2019-03-23,10
2019-03-24,8
2019-03-25,54
2019-03-26,28
2019-03-27,50
2019-03-28,55
2019-03-29,39
2019-03-30,0
2019-03-31,0
2019-04-01,62
2019-04-02,34
2019-04-03,35
2019-04-04,45
2019-04-05,51
2019-04-06,16
2019-04-07,11
2019-04-08,53
2019-04-09,43
2019-04-10,41
2019-04-11,35
2019-04-12,100
2019-04-13,18
2019-04-14,5
2019-04-15,81
2019-04-16,81
2019-04-17,78
2019-04-18,66
2019-04-19,19
2019-04-20,0
2019-04-21,22
2019-04-22,55
2019-04-23,53
2019-04-24,43
2019-04-25,39
2019-04-26,51
2019-04-27,5
2019-04-28,0
2019-04-29,47
2019-04-30,45
2019-05-01,11
2019-05-02,44
2019-05-03,37
2019-05-04,5
2019-05-05,19
2019-05-06,50
2019-05-07,36
2019-05-08,57
2019-05-09,47
2019-05-10,37
2019-05-11,12
2019-05-12,0
2019-05-13,42
2019-05-14,29
2019-05-15,38
2019-05-16,47
2019-05-17,37
2019-05-18,0
2019-05-19,0
2019-05-20,50
2019-05-21,39
2019-05-22,50
2019-05-23,42
2019-05-24,38
2019-05-25,0
2019-05-26,0
2019-05-27,42
2019-05-28,35
2019-05-29,34
2019-05-30,49
2019-05-31,41
2019-06-01,9
2019-06-02,0
2019-06-03,34
2019-06-04,33
2019-06-05,40
2019-06-06,40
2019-06-07,43
2019-06-08,7
2019-06-09,0
2019-06-10,25
2019-06-11,41
2019-06-12,39
2019-06-13,48
2019-06-14,34
2019-06-15,8
2019-06-16,0
2019-06-17,53
2019-06-18,51
2019-06-19,65
2019-06-20,13
2019-06-21,62
2019-06-22,30
2019-06-23,8
2019-06-24,65
2019-06-25,59
2019-06-26,82
2019-06-27,49
2019-06-28,44
2019-06-29,12
2019-06-30,5
