Category: All categories

Day,PETR3: (Brazil)
2018-07-01,11
2018-07-02,40
2018-07-03,46
2018-07-04,41
2018-07-05,68
2018-07-06,38
2018-07-07,0
2018-07-08,6
2018-07-09,18
2018-07-10,43
2018-07-11,36
2018-07-12,53
2018-07-13,48
2018-07-14,7
2018-07-15,0
2018-07-16,34
2018-07-17,55
2018-07-18,40
2018-07-19,16
2018-07-20,50
2018-07-21,25
2018-07-22,0
2018-07-23,46
2018-07-24,41
2018-07-25,56
2018-07-26,46
2018-07-27,47
2018-07-28,5
2018-07-29,0
2018-07-30,30
2018-07-31,27
2018-08-01,55
2018-08-02,58
2018-08-03,72
2018-08-04,19
2018-08-05,0
2018-08-06,48
2018-08-07,51
2018-08-08,46
2018-08-09,35
2018-08-10,45
2018-08-11,13
2018-08-12,17
2018-08-13,36
2018-08-14,36
2018-08-15,46
2018-08-16,33
2018-08-17,31
2018-08-18,21
2018-08-19,5
2018-08-20,32
2018-08-21,33
2018-08-22,47
2018-08-23,36
2018-08-24,41
2018-08-25,0
2018-08-26,4
2018-08-27,41
2018-08-28,40
2018-08-29,37
2018-08-30,35
2018-08-31,37
2018-09-01,10
2018-09-02,11
2018-09-03,27
2018-09-04,40
2018-09-05,40
2018-09-06,24
2018-09-07,16
2018-09-08,6
2018-09-09,0
2018-09-10,31
2018-09-11,29
2018-09-12,35
2018-09-13,38
2018-09-14,35
2018-09-15,0
2018-09-16,5
2018-09-17,39
2018-09-18,44
2018-09-19,44
2018-09-20,27
2018-09-21,49
2018-09-22,17
2018-09-23,0
2018-09-24,40
2018-09-25,46
2018-09-26,35
2018-09-27,41
2018-09-28,77
2018-09-29,11
2018-09-30,0
2018-10-01,47
2018-10-02,66
2018-10-03,91
2018-10-04,68
2018-10-05,49
2018-10-06,0
2018-10-07,0
2018-10-08,75
2018-10-09,73
2018-10-10,67
2018-10-11,74
2018-10-12,12
2018-10-13,10
2018-10-14,8
2018-10-15,52
2018-10-16,57
2018-10-17,59
2018-10-18,41
2018-10-19,49
2018-10-20,5
2018-10-21,5
2018-10-22,41
2018-10-23,47
2018-10-24,48
2018-10-25,58
2018-10-26,49
2018-10-27,0
2018-10-28,13
2018-10-29,100
2018-10-30,50
2018-10-31,59
2018-11-01,70
2018-11-02,14
2018-11-03,0
2018-11-04,13
2018-11-05,57
2018-11-06,88
2018-11-07,52
2018-11-08,44
2018-11-09,42
2018-11-10,0
2018-11-11,6
2018-11-12,44
2018-11-13,58
2018-11-14,54
2018-11-15,12
2018-11-16,39
2018-11-17,7
2018-11-18,8
2018-11-19,60
2018-11-20,26
2018-11-21,53
2018-11-22,25
2018-11-23,41
2018-11-24,0
2018-11-25,0
2018-11-26,40
2018-11-27,51
2018-11-28,67
2018-11-29,67
2018-11-30,65
2018-12-01,13
2018-12-02,0
2018-12-03,60
2018-12-04,53
2018-12-05,49
2018-12-06,38
2018-12-07,57
2018-12-08,12
2018-12-09,0
2018-12-10,47
2018-12-11,36
2018-12-12,28
2018-12-13,55
2018-12-14,43
2018-12-15,0
2018-12-16,31
2018-12-17,56
2018-12-18,32
2018-12-19,61
2018-12-20,25
2018-12-21,60
2018-12-22,6
2018-12-23,0
2018-12-24,0
2018-12-25,15
2018-12-26,42
2018-12-27,40
2018-12-28,51
2018-12-29,13
2018-12-30,0
2018-12-31,11
